Protein ID,Entry Name,Gene,Protein,Protein name,Protein Length,Organism,Protein Existence,Protein Probability,Top Peptide Probability,PD1,CTRL,log2FC_PD1_vs_CTRL,time
Q96T21,SEBP2_HUMAN,SECISBP2,sp|Q96T21|SEBP2_HUMAN,Selenocysteine insertion sequence-binding protein 2,854,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q96T51,RUFY1_HUMAN,RUFY1,sp|Q96T51|RUFY1_HUMAN,RUN and FYVE domain-containing protein 1,708,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.963364841177635,14.829610862431245,0.13375397874638928,0 min
Q96T58,MINT_HUMAN,SPEN,sp|Q96T58|MINT_HUMAN,Msx2-interacting protein,3664,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.748106767615218,15.56137396365028,-1.8132671960350617,0 min
Q96T60,PNKP_HUMAN,PNKP,sp|Q96T60|PNKP_HUMAN,Bifunctional polynucleotide phosphatase/kinase,521,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.259228490995383,15.172541347669743,0.08668714332564065,0 min
Q99075,HBEGF_HUMAN,HBEGF,sp|Q99075|HBEGF_HUMAN,Proheparin-binding EGF-like growth factor,208,Homo sapiens,1:Experimental evidence at protein level,0.9923,0.999,0.0,13.133132898444403,-13.133132898444403,0 min
Q99417,MYCBP_HUMAN,MYCBP,sp|Q99417|MYCBP_HUMAN,c-Myc-binding protein,103,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.540770701324703,15.499972727579284,0.040797973745419824,0 min
Q99426,TBCB_HUMAN,TBCB,sp|Q99426|TBCB_HUMAN,Tubulin-folding cofactor B,244,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.50510449794454,16.780990411129864,0.7241140868146765,0 min
Q99436,PSB7_HUMAN,PSMB7,sp|Q99436|PSB7_HUMAN,Proteasome subunit beta type-7,277,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.294070776325658,17.331109120801372,1.9629616555242855,0 min
Q99439,CNN2_HUMAN,CNN2,sp|Q99439|CNN2_HUMAN,Calponin-2,309,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.132314109267544,16.59148582292304,1.540828286344503,0 min
Q99442,SEC62_HUMAN,SEC62,sp|Q99442|SEC62_HUMAN,Translocation protein SEC62,399,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.717132847001714,14.608148187069569,1.1089846599321458,0 min
Q99459,CDC5L_HUMAN,CDC5L,sp|Q99459|CDC5L_HUMAN,Cell division cycle 5-like protein,802,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.63345015520812,16.96879517852231,0.6646549766858101,0 min
Q99460,PSMD1_HUMAN,PSMD1,sp|Q99460|PSMD1_HUMAN,26S proteasome non-ATPase regulatory subunit 1,953,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.077065521482766,16.547423559981702,0.5296419615010635,0 min
Q99470,SDF2_HUMAN,SDF2,sp|Q99470|SDF2_HUMAN,Stromal cell-derived factor 2,211,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.400013105686376,-14.400013105686376,0 min
Q99471,PFD5_HUMAN,PFDN5,sp|Q99471|PFD5_HUMAN,Prefoldin subunit 5,154,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.264279756363724,14.88088460097716,2.383395155386564,0 min
Q99487,PAFA2_HUMAN,PAFAH2,sp|Q99487|PAFA2_HUMAN,"Platelet-activating factor acetylhydrolase 2, cytoplasmic",392,Homo sapiens,1:Experimental evidence at protein level,0.9267,0.9989,0.0,0.0,0.0,0 min
Q99490,AGAP2_HUMAN,AGAP2,sp|Q99490|AGAP2_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",1192,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.625982461210917,-14.625982461210917,0 min
Q99496,RING2_HUMAN,RNF2,sp|Q99496|RING2_HUMAN,E3 ubiquitin-protein ligase RING2,336,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.264400356060495,14.900733529852138,1.363666826208357,0 min
Q99497,PARK7_HUMAN,PARK7,sp|Q99497|PARK7_HUMAN,Parkinson disease protein 7,189,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.58730909463363,18.807586991521898,-0.2202778968882697,0 min
Q99501,GA2L1_HUMAN,GAS2L1,sp|Q99501|GA2L1_HUMAN,GAS2-like protein 1,681,Homo sapiens,1:Experimental evidence at protein level,0.9985,0.999,0.0,0.0,0.0,0 min
Q99523,SORT_HUMAN,SORT1,sp|Q99523|SORT_HUMAN,Sortilin,831,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.497237020351095,14.689881162537231,0.8073558578138638,0 min
Q99536,VAT1_HUMAN,VAT1,sp|Q99536|VAT1_HUMAN,Synaptic vesicle membrane protein VAT-1 homolog,393,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.69619912455287,17.699443335303975,0.9967557892488941,0 min
Q99543,DNJC2_HUMAN,DNAJC2,sp|Q99543|DNJC2_HUMAN,DnaJ homolog subfamily C member 2,621,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.529808199445885,15.085850013457486,-0.5560418140116017,0 min
Q99547,MPH6_HUMAN,MPHOSPH6,sp|Q99547|MPH6_HUMAN,M-phase phosphoprotein 6,160,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.848740193755098,-14.848740193755098,0 min
Q99549,MPP8_HUMAN,MPHOSPH8,sp|Q99549|MPP8_HUMAN,M-phase phosphoprotein 8,860,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.69722423901487,14.762449157352304,0.9347750816625666,0 min
Q99567,NUP88_HUMAN,NUP88,sp|Q99567|NUP88_HUMAN,Nuclear pore complex protein Nup88,741,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.227688662917192,14.746092808710017,0.48159585420717477,0 min
Q99570,PI3R4_HUMAN,PIK3R4,sp|Q99570|PI3R4_HUMAN,Phosphoinositide 3-kinase regulatory subunit 4,1358,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.077158279910446,15.472404156342813,0.6047541235676324,0 min
Q99575,POP1_HUMAN,POP1,sp|Q99575|POP1_HUMAN,Ribonucleases P/MRP protein subunit POP1,1024,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.475166600851106,14.94517339716057,0.5299932036905357,0 min
Q99590,SCAFB_HUMAN,SCAF11,sp|Q99590|SCAFB_HUMAN,Protein SCAF11,1463,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q99595,TI17A_HUMAN,TIMM17A,sp|Q99595|TI17A_HUMAN,Mitochondrial import inner membrane translocase subunit Tim17-A,171,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.627033140452797,-13.627033140452797,0 min
Q99598,TSNAX_HUMAN,TSNAX,sp|Q99598|TSNAX_HUMAN,Translin-associated protein X,290,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.645416809161933,14.978796246151816,1.6666205630101167,0 min
Q99611,SPS2_HUMAN,SEPHS2,sp|Q99611|SPS2_HUMAN,"Selenide, water dikinase 2",448,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.9988,0.0,0.0,0.0,0 min
Q99613,EIF3C_HUMAN,EIF3C,sp|Q99613|EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C,913,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.772543714509318,18.0767175981609,0.6958261163484174,0 min
Q99614,TTC1_HUMAN,TTC1,sp|Q99614|TTC1_HUMAN,Tetratricopeptide repeat protein 1,292,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.830510082072873,16.033073857722894,0.7974362243499797,0 min
Q99615,DNJC7_HUMAN,DNAJC7,sp|Q99615|DNJC7_HUMAN,DnaJ homolog subfamily C member 7,494,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.454948578773188,17.036186171674398,0.4187624070987894,0 min
Q99618,CDCA3_HUMAN,CDCA3,sp|Q99618|CDCA3_HUMAN,Cell division cycle-associated protein 3,268,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q99622,C10_HUMAN,C12orf57,sp|Q99622|C10_HUMAN,Protein C10,126,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.072023292256223,0.0,17.072023292256223,0 min
Q99623,PHB2_HUMAN,PHB2,sp|Q99623|PHB2_HUMAN,Prohibitin-2,299,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.750251951108275,16.529983568684177,1.2202683824240985,0 min
Q99627,CSN8_HUMAN,COPS8,sp|Q99627|CSN8_HUMAN,COP9 signalosome complex subunit 8,209,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.348314696203357,14.807255089259181,1.5410596069441755,0 min
Q99633,PRP18_HUMAN,PRPF18,sp|Q99633|PRP18_HUMAN,Pre-mRNA-splicing factor 18,342,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.662500294202003,-15.662500294202003,0 min
Q99643,C560_HUMAN,SDHC,sp|Q99643|C560_HUMAN,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",169,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.98245433437405,-13.98245433437405,0 min
Q99653,CHP1_HUMAN,CHP1,sp|Q99653|CHP1_HUMAN,Calcineurin B homologous protein 1,195,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.763663138585256,-14.763663138585256,0 min
Q99661,KIF2C_HUMAN,KIF2C,sp|Q99661|KIF2C_HUMAN,Kinesin-like protein KIF2C,725,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.310784304495321,14.839595022761504,0.47118928173381747,0 min
Q99676,ZN184_HUMAN,ZNF184,sp|Q99676|ZN184_HUMAN,Zinc finger protein 184,751,Homo sapiens,1:Experimental evidence at protein level,0.9971,0.999,0.0,13.033775200522149,-13.033775200522149,0 min
Q99684,GFI1_HUMAN,GFI1,sp|Q99684|GFI1_HUMAN,Zinc finger protein Gfi-1,422,Homo sapiens,1:Experimental evidence at protein level,0.9996,0.998,0.0,0.0,0.0,0 min
Q99704,DOK1_HUMAN,DOK1,sp|Q99704|DOK1_HUMAN,Docking protein 1,481,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.64763380577776,-13.64763380577776,0 min
Q99707,METH_HUMAN,MTR,sp|Q99707|METH_HUMAN,Methionine synthase,1265,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.316172406126633,14.297487709971149,1.0186846961554838,0 min
Q99714,HCD2_HUMAN,HSD17B10,sp|Q99714|HCD2_HUMAN,3-hydroxyacyl-CoA dehydrogenase type-2,261,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.545969349170477,17.32090541258775,0.22506393658272827,0 min
Q99717,SMAD5_HUMAN,SMAD5,sp|Q99717|SMAD5_HUMAN,Mothers against decapentaplegic homolog 5,465,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.266870558840244,-14.266870558840244,0 min
Q99719,SEPT5_HUMAN,SEPTIN5,sp|Q99719|SEPT5_HUMAN,Septin-5,369,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.739128718702515,-13.739128718702515,0 min
Q99720,SGMR1_HUMAN,SIGMAR1,sp|Q99720|SGMR1_HUMAN,Sigma non-opioid intracellular receptor 1,223,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.987825434553622,-13.987825434553622,0 min
Q99747,SNAG_HUMAN,NAPG,sp|Q99747|SNAG_HUMAN,Gamma-soluble NSF attachment protein,312,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.542589219928907,15.06549338377772,1.477095836151186,0 min
Q99757,THIOM_HUMAN,TXN2,sp|Q99757|THIOM_HUMAN,"Thioredoxin, mitochondrial",166,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.102181427384064,-15.102181427384064,0 min
Q99797,MIPEP_HUMAN,MIPEP,sp|Q99797|MIPEP_HUMAN,Mitochondrial intermediate peptidase,713,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.167366866520586,-14.167366866520586,0 min
Q99798,ACON_HUMAN,ACO2,sp|Q99798|ACON_HUMAN,"Aconitate hydratase, mitochondrial",780,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.171233787203246,16.791445018980408,0.3797887682228378,0 min
Q99805,TM9S2_HUMAN,TM9SF2,sp|Q99805|TM9S2_HUMAN,Transmembrane 9 superfamily member 2,663,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.846243103878773,-14.846243103878773,0 min
Q99816,TS101_HUMAN,TSG101,sp|Q99816|TS101_HUMAN,Tumor susceptibility gene 101 protein,390,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.551047075146847,14.936045696033448,1.6150013791133997,0 min
Q99829,CPNE1_HUMAN,CPNE1,sp|Q99829|CPNE1_HUMAN,Copine-1,537,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.77433524600522,15.8929328930095,0.8814023529957193,0 min
Q99832,TCPH_HUMAN,CCT7,sp|Q99832|TCPH_HUMAN,T-complex protein 1 subunit eta,543,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.84449267731818,18.08447800220469,1.7600146751134886,0 min
Q99848,EBP2_HUMAN,EBNA1BP2,sp|Q99848|EBP2_HUMAN,Probable rRNA-processing protein EBP2,306,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.516053324241668,17.20811811792496,0.30793520631670646,0 min
Q99856,ARI3A_HUMAN,ARID3A,sp|Q99856|ARI3A_HUMAN,AT-rich interactive domain-containing protein 3A,593,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.948721290916133,-13.948721290916133,0 min
Q99942,RNF5_HUMAN,RNF5,sp|Q99942|RNF5_HUMAN,E3 ubiquitin-protein ligase RNF5,180,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.122474798592478,14.85761075176486,0.26486404682761844,0 min
Q99943,PLCA_HUMAN,AGPAT1,sp|Q99943|PLCA_HUMAN,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,283,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q99961,SH3G1_HUMAN,SH3GL1,sp|Q99961|SH3G1_HUMAN,Endophilin-A2,368,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.858413432755862,14.729313086620918,1.129100346134944,0 min
Q99986,VRK1_HUMAN,VRK1,sp|Q99986|VRK1_HUMAN,Serine/threonine-protein kinase VRK1,396,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.94878989126882,16.251969600375695,0.6968202908931254,0 min
Q9BPW8,NIPS1_HUMAN,NIPSNAP1,sp|Q9BPW8|NIPS1_HUMAN,Protein NipSnap homolog 1,284,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.23433405105,16.561799639376666,0.6725344116733325,0 min
Q9BPX3,CND3_HUMAN,NCAPG,sp|Q9BPX3|CND3_HUMAN,Condensin complex subunit 3,1015,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.649517900517889,15.439171445549125,0.21034645496876436,0 min
Q9BPX5,ARP5L_HUMAN,ARPC5L,sp|Q9BPX5|ARP5L_HUMAN,Actin-related protein 2/3 complex subunit 5-like protein,153,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.683776489733862,14.78184054881137,-0.09806405907750815,0 min
Q9BPX7,CG025_HUMAN,C7orf25,sp|Q9BPX7|CG025_HUMAN,UPF0415 protein C7orf25,421,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.472732242524202,-15.472732242524202,0 min
Q9BPY3,F118B_HUMAN,FAM118B,sp|Q9BPY3|F118B_HUMAN,Protein FAM118B,351,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.09597611926969,14.717444665136075,0.3785314541336149,0 min
Q9BPZ3,PAIP2_HUMAN,PAIP2,sp|Q9BPZ3|PAIP2_HUMAN,Polyadenylate-binding protein-interacting protein 2,127,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.966925095441024,13.829230489974222,1.1376946054668018,0 min
Q9BQ04,RBM4B_HUMAN,RBM4B,sp|Q9BQ04|RBM4B_HUMAN,RNA-binding protein 4B,359,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.978792135638912,15.17385063180858,-1.1950584961696684,0 min
Q9BQ15,SOSB1_HUMAN,NABP2,sp|Q9BQ15|SOSB1_HUMAN,SOSS complex subunit B1,211,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.196364833773046,0.0,14.196364833773046,0 min
Q9BQ39,DDX50_HUMAN,DDX50,sp|Q9BQ39|DDX50_HUMAN,ATP-dependent RNA helicase DDX50,737,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.876748967753949,15.224688328899111,0.652060638854838,0 min
Q9BQ52,RNZ2_HUMAN,ELAC2,sp|Q9BQ52|RNZ2_HUMAN,Zinc phosphodiesterase ELAC protein 2,826,Homo sapiens,1:Experimental evidence at protein level,0.8732,0.999,0.0,14.182772437084262,-14.182772437084262,0 min
Q9BQ61,TRIR_HUMAN,TRIR,sp|Q9BQ61|TRIR_HUMAN,Telomerase RNA component interacting RNase,176,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.396400750626006,14.372402651759261,1.0239980988667448,0 min
Q9BQ67,GRWD1_HUMAN,GRWD1,sp|Q9BQ67|GRWD1_HUMAN,Glutamate-rich WD repeat-containing protein 1,446,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.64663520786344,16.099249172456947,0.5473860354064932,0 min
Q9BQ69,MACD1_HUMAN,MACROD1,sp|Q9BQ69|MACD1_HUMAN,ADP-ribose glycohydrolase MACROD1,325,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.954133591056197,14.510615836607972,0.4435177544482247,0 min
Q9BQ70,TCF25_HUMAN,TCF25,sp|Q9BQ70|TCF25_HUMAN,Transcription factor 25,676,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q9BQ95,ECSIT_HUMAN,ECSIT,sp|Q9BQ95|ECSIT_HUMAN,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",431,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.9165258145103,-13.9165258145103,0 min
Q9BQA1,MEP50_HUMAN,WDR77,sp|Q9BQA1|MEP50_HUMAN,Methylosome protein 50,342,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.35564463022299,15.909974462709812,0.44567016751317823,0 min
Q9BQC3,DPH2_HUMAN,DPH2,sp|Q9BQC3|DPH2_HUMAN,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,489,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.400189269242068,-14.400189269242068,0 min
Q9BQC6,RT63_HUMAN,MRPL57,sp|Q9BQC6|RT63_HUMAN,"Ribosomal protein 63, mitochondrial",102,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,15.004005564960805,14.942697121525933,0.06130844343487141,0 min
Q9BQD3,KXDL1_HUMAN,KXD1,sp|Q9BQD3|KXDL1_HUMAN,KxDL motif-containing protein 1,176,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.989132530755652,14.462454216044282,1.5266783147113703,0 min
Q9BQE3,TBA1C_HUMAN,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN,Tubulin alpha-1C chain,449,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,22.60243405246608,20.23502214291352,2.3674119095525583,0 min
Q9BQE5,APOL2_HUMAN,APOL2,sp|Q9BQE5|APOL2_HUMAN,Apolipoprotein L2,337,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.824834964868561,-14.824834964868561,0 min
Q9BQM9,CT144_HUMAN,C20orf144,sp|Q9BQM9|CT144_HUMAN,Uncharacterized protein C20orf144,153,Homo sapiens,2:Experimental evidence at transcript level,0.9901,0.9987,0.0,0.0,0.0,0 min
Q9BQP7,MGME1_HUMAN,MGME1,sp|Q9BQP7|MGME1_HUMAN,Mitochondrial genome maintenance exonuclease 1,344,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.790488197610388,14.239630151250442,0.5508580463599468,0 min
Q9BR61,ACBD6_HUMAN,ACBD6,sp|Q9BR61|ACBD6_HUMAN,Acyl-CoA-binding domain-containing protein 6,282,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.193262454349206,-14.193262454349206,0 min
Q9BR76,COR1B_HUMAN,CORO1B,sp|Q9BR76|COR1B_HUMAN,Coronin-1B,489,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.752812527934543,13.898462892612931,1.8543496353216113,0 min
Q9BR77,CCD77_HUMAN,CCDC77,sp|Q9BR77|CCD77_HUMAN,Coiled-coil domain-containing protein 77,488,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q9BRA2,TXD17_HUMAN,TXNDC17,sp|Q9BRA2|TXD17_HUMAN,Thioredoxin domain-containing protein 17,123,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.323120044756898,16.393718244495147,-0.07059819973824943,0 min
Q9BRD0,BUD13_HUMAN,BUD13,sp|Q9BRD0|BUD13_HUMAN,BUD13 homolog,619,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.031208605583117,14.699886625997715,1.331321979585402,0 min
Q9BRF8,CPPED_HUMAN,CPPED1,sp|Q9BRF8|CPPED_HUMAN,Serine/threonine-protein phosphatase CPPED1,314,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.822935068451924,16.55734582562984,-0.7344107571779173,0 min
Q9BRG1,VPS25_HUMAN,VPS25,sp|Q9BRG1|VPS25_HUMAN,Vacuolar protein-sorting-associated protein 25,176,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.420888383762987,15.56893687317947,-0.14804848941648352,0 min
Q9BRJ2,RM45_HUMAN,MRPL45,sp|Q9BRJ2|RM45_HUMAN,"39S ribosomal protein L45, mitochondrial",306,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.68868837926445,0.0,15.68868837926445,0 min
Q9BRJ6,CG050_HUMAN,C7orf50,sp|Q9BRJ6|CG050_HUMAN,Uncharacterized protein C7orf50,194,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.740023516810275,15.061409419858869,-0.3213859030485935,0 min
Q9BRJ7,TIRR_HUMAN,NUDT16L1,sp|Q9BRJ7|TIRR_HUMAN,Tudor-interacting repair regulator protein,211,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.436686885477178,-14.436686885477178,0 min
Q9BRP1,PDD2L_HUMAN,PDCD2L,sp|Q9BRP1|PDD2L_HUMAN,Programmed cell death protein 2-like,358,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.119840976296796,15.408166313654165,-0.2883253373573691,0 min
Q9BRP4,PAAF1_HUMAN,PAAF1,sp|Q9BRP4|PAAF1_HUMAN,Proteasomal ATPase-associated factor 1,392,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.367917791145606,14.720849067123469,-0.35293127597786267,0 min
Q9BRQ0,PYGO2_HUMAN,PYGO2,sp|Q9BRQ0|PYGO2_HUMAN,Pygopus homolog 2,406,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q9BRQ6,MIC25_HUMAN,CHCHD6,sp|Q9BRQ6|MIC25_HUMAN,MICOS complex subunit MIC25,235,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.312491782471616,15.643549387215172,-0.33105760474355606,0 min
Q9BRR8,GPTC1_HUMAN,GPATCH1,sp|Q9BRR8|GPTC1_HUMAN,G patch domain-containing protein 1,931,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
Q9BRS2,RIOK1_HUMAN,RIOK1,sp|Q9BRS2|RIOK1_HUMAN,Serine/threonine-protein kinase RIO1,568,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.941475682391589,15.524944141927268,0.4165315404643213,0 min
Q9BRT2,UQCC2_HUMAN,UQCC2,sp|Q9BRT2|UQCC2_HUMAN,Ubiquinol-cytochrome-c reductase complex assembly factor 2,126,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,12.515289341033608,13.867375759233505,-1.3520864181998977,0 min
Q9BRT3,MIEN1_HUMAN,MIEN1,sp|Q9BRT3|MIEN1_HUMAN,Migration and invasion enhancer 1,115,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.17526170800505,16.505698296301038,-0.33043658829598854,0 min
Q9BRT6,LLPH_HUMAN,LLPH,sp|Q9BRT6|LLPH_HUMAN,Protein LLP homolog,129,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.88383373168782,16.086687457825235,-0.20285372613741437,0 min
